row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260505_CVOL_02_29_PET.mzML Peak area,20260505_CVOL_02_29_bl.mzML Peak area,20260505_CVOL_02_29_mock.mzML Peak area,20260505_CVOL_02_29_untreated.mzML Peak area,20260505_CVOL_bk_mapp_01.mzML Peak area,Unnamed: 18
24,224.07610506964252,1.0465031,height,,,,,,,,,,,1052710.6,1249477.1,1023817.9,1085244.5,1367495.6,
25,151.09656734919852,1.3143787,height,,,,,,,,,,,335389.0,664455.6,359976.1,401823.66,0.0,
26,224.076106121775,1.275618,height,,,,,,,,,,,1030004.0,1103128.0,965369.3,1002566.75,1268645.9,
27,266.1230463088994,1.28441,height,,,,,,,,,,,727238.56,664783.25,555470.6,610976.94,767839.8,
28,252.07099883209835,1.3049704,height,,,,,,,,,,,377992.38,385177.25,343941.7,379922.62,442590.03,
29,156.1020779168229,1.6510158,height,,,,,,,,,,,0.0,0.0,702735.0,0.0,0.0,
30,266.1230370432346,1.5971537,height,,,,,,,,,,,345596.75,451611.03,446292.0,350370.2,543816.8,
31,142.0863055277044,1.7267233,height,,,,,,,,,,,0.0,0.0,890606.1,0.0,0.0,
32,166.0839352839932,1.7353379,height,,,,,,,,,,,0.0,0.0,777724.0,0.0,0.0,
33,146.11759766605346,1.7895083,height,,,,,,,,,,,0.0,0.0,597040.9,0.0,0.0,
34,168.09955825802513,1.7895083,height,,,,,,,,,,,0.0,0.0,556296.0,0.0,0.0,
35,256.1754919494539,1.9908447,height,,,,,,,,,,,816419.25,497228.3,0.0,0.0,0.0,
36,284.20675809691227,1.9908447,height,,,,,,,,,,,1164718.4,908834.25,0.0,0.0,0.0,
37,204.1231286729868,2.003561,height,,,,,,,,,,,0.0,0.0,785323.06,0.0,0.0,
38,187.144070774088,2.1452446,height,,,,,,,,,,,0.0,582655.1,3033814.8,0.0,0.0,
39,209.12616452925576,2.1452446,height,,,,,,,,,,,0.0,479675.38,3431233.5,0.0,0.0,
40,139.07545846593962,2.272155,height,,,,,,,,,,,0.0,0.0,2725173.8,0.0,0.0,
41,174.11259983399685,2.2720509,height,,,,,,,,,,,0.0,661600.1,4812671.0,0.0,0.0,
42,196.09454986901116,2.2720509,height,,,,,,,,,,,0.0,573889.1,6190249.0,0.0,0.0,
43,156.10207360359493,2.2743847,height,,,,,,,,,,,0.0,1124216.4,11021102.0,803270.5,0.0,
44,160.13322673762036,2.3387234,height,,,,,,,,,,,0.0,976374.4,2982807.8,0.0,0.0,
45,182.1152207160429,2.3387234,height,,,,,,,,,,,0.0,758096.06,2229258.5,0.0,0.0,
46,158.1177261826854,2.3500543,height,,,,,,,,,,,0.0,390284.22,1290466.2,0.0,0.0,
47,180.09951939440288,2.3500543,height,,,,,,,,,,,0.0,502141.7,1779023.0,0.0,0.0,
48,203.17546256415645,2.353844,height,,,,,,,,,,,0.0,0.0,387329.03,0.0,0.0,
49,218.138790090492,2.5226283,height,,,,,,,,,,,0.0,515765.75,2379273.5,0.0,0.0,
50,202.1437618558379,2.5830028,height,,,,,,,,,,,0.0,451180.53,1111282.4,0.0,0.0,
51,176.12821464724448,2.6942291,height,,,,,,,,,,,0.0,461380.38,889219.56,0.0,0.0,
52,188.1281833371238,2.8144462,height,,,,,,,,,,,0.0,2937123.2,18714456.0,1609175.4,0.0,
53,210.11019965039927,2.8144462,height,,,,,,,,,,,0.0,3306961.8,27927962.0,1809421.0,0.0,
54,170.11758653722435,2.8144462,height,,,,,,,,,,,0.0,6372065.0,51789640.0,4429106.0,0.0,
55,124.11229654906384,2.8144462,height,,,,,,,,,,,0.0,744033.8,4795662.5,417164.4,0.0,
56,142.1227053725606,2.8144462,height,,,,,,,,,,,0.0,832963.4,5716948.5,498050.38,0.0,
57,233.18598897926407,2.8144462,height,,,,,,,,,,,0.0,1103983.1,5597106.5,578640.2,0.0,
58,244.15435603196897,2.9503887,height,,,,,,,,,,,0.0,336731.7,1306634.4,0.0,0.0,
59,217.19118373469152,2.9966414,height,,,,,,,,,,,0.0,0.0,519042.06,0.0,0.0,
60,172.1332150463502,3.0043938,height,,,,,,,,,,,0.0,705133.7,1721662.5,397713.03,0.0,
61,230.1387261738499,3.1216033,height,,,,,,,,,,,0.0,0.0,1331410.0,0.0,0.0,
62,273.1672264184139,3.311168,height,,,,,,,,,,,424020.0,468553.03,391000.8,457536.28,364798.66,
63,242.13865842999445,3.3316483,height,,,,,,,,,,,0.0,492772.34,2017917.4,0.0,0.0,
64,184.1333130593828,3.351902,height,,,,,,,,,,,0.0,658011.4,5470111.5,464850.94,0.0,
65,202.1437900789352,3.3565016,height,,,,,,,,,,,0.0,0.0,2417876.5,0.0,0.0,
66,224.12610535985127,3.3565016,height,,,,,,,,,,,0.0,0.0,2078635.8,0.0,0.0,
67,283.05015077374685,3.5570188,height,,,,,,,,,,,0.0,0.0,481992.4,0.0,0.0,
68,168.13838255057524,3.6769366,height,,,,,,,,,,,0.0,0.0,946523.2,0.0,0.0,
69,196.1333131327789,3.6769366,height,,,,,,,,,,,0.0,0.0,1479469.2,0.0,0.0,
70,236.1257649807049,3.6769366,height,,,,,,,,,,,0.0,0.0,712472.9,0.0,0.0,
71,152.14345559503863,3.8652124,height,,,,,,,,,,,0.0,0.0,1075889.0,0.0,0.0,
72,170.15402307189612,3.8652124,height,,,,,,,,,,,0.0,0.0,898626.1,0.0,0.0,
73,198.14901451536488,3.8641672,height,,,,,,,,,,,0.0,812200.8,4866273.0,528208.06,0.0,
74,216.15955494118148,3.8652124,height,,,,,,,,,,,0.0,0.0,2500650.0,0.0,0.0,
75,238.1412867424343,3.8652124,height,,,,,,,,,,,0.0,0.0,1621529.2,0.0,0.0,
76,149.05977222427865,3.8693523,height,,,,,,,,,,,2322892.2,2183934.0,2496594.2,2245537.8,2396038.8,
77,211.09660695813625,3.8701758,height,,,,,,,,,,,772700.44,715155.06,863707.3,732474.1,834278.06,
78,234.2064200207912,3.913153,height,,,,,,,,,,,0.0,0.0,0.0,0.0,12495345.0,
79,336.1228868489908,3.977661,height,,,,,,,,,,,0.0,0.0,0.0,0.0,497610.28,
80,232.2271424944389,4.321773,height,,,,,,,,,,,0.0,0.0,0.0,0.0,510505.4,
81,212.16460634687263,4.350854,height,,,,,,,,,,,0.0,365556.97,1348619.9,0.0,0.0,
82,266.1727048477812,4.8106456,height,,,,,,,,,,,0.0,473865.22,902569.3,428890.06,0.0,
83,226.18018421104424,4.809044,height,,,,,,,,,,,1438000.1,2215780.0,4139154.5,1987503.0,902622.7,
84,244.1908358422485,4.8117223,height,,,,,,,,,,,732583.56,1144448.1,2067294.5,1067805.5,432719.88,
85,202.21656572053288,4.8368716,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1009394.8,
86,227.12539268695627,4.8917437,height,,,,,,,,,,,394311.66,520389.56,445348.88,442290.47,630907.06,
87,262.237694830516,4.9140043,height,,,,,,,,,,,0.0,0.0,0.0,0.0,3938610.0,
88,239.12777226128924,4.995803,height,,,,,,,,,,,493137.66,576448.75,580012.44,497326.56,472041.4,
89,191.16421176049369,5.0480676,height,,,,,,,,,,,436353.84,491700.62,508698.44,428570.16,541813.2,
90,307.0963319328437,5.2522807,height,,,,,,,,,,,456351.88,385748.9,432617.6,407466.5,342208.22,
91,250.1777800312248,5.3477464,height,,,,,,,,,,,1185730.9,1000515.6,1097762.4,1363749.9,960106.75,
92,159.15715044145963,5.3477736,height,,,,,,,,,,,1460975.6,1464106.1,1467875.1,1493518.2,1662572.4,
93,228.19586550904305,5.3496222,height,,,,,,,,,,,1041376.25,1060977.1,1039634.0,1274899.6,1008962.8,
94,225.14854692825165,5.4770703,height,,,,,,,,,,,2867004.8,2792818.5,2668285.0,2622680.2,2670564.5,
95,584.3221654771022,5.478572,height,,,,,,,,,,,0.0,1171551.5,578753.06,308724.56,2063216.4,
96,255.15907595688967,5.5211573,height,,,,,,,,,,,505908.4,492932.97,598098.56,480385.6,536879.7,
97,189.09103141791124,5.6606092,height,,,,,,,,,,,1168735.4,1233360.9,1172888.1,1169709.4,1242576.5,
98,165.1274736716791,5.69489,height,,,,,,,,,,,1139934.6,1068324.4,1154716.8,1198932.5,1112796.0,
99,584.3222004762938,5.715752,height,,,,,,,,,,,0.0,495741.28,0.0,0.0,887322.0,
100,177.05468955851654,5.7273016,height,,,,,,,,,,,558354.25,660136.5,640644.4,601340.4,692384.9,
101,230.2479186664595,5.7350674,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2786292.5,
102,553.1133295211806,5.7350674,height,,,,,,,,,,,0.0,0.0,0.0,0.0,933945.5,
103,290.2689199536351,5.7742023,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2771187.0,
104,539.0976365936845,5.798445,height,,,,,,,,,,,0.0,379762.9,0.0,0.0,1192303.4,
105,272.2584181321234,5.8550434,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1256208.0,
106,262.1437966100273,5.919168,height,,,,,,,,,,,389775.8,383407.9,405754.44,324864.28,953100.1,
107,288.2896920026608,5.946447,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1950153.2,
108,141.983277665832,5.991841,height,,,,,,,,,,,0.0,395882.06,389442.97,336481.1,456414.2,
109,191.14310046448995,6.0231867,height,,,,,,,,,,,924491.2,917834.25,906152.3,910104.0,989592.9,
110,288.2896815135056,6.1066623,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2352284.2,
111,191.1431012637476,6.127958,height,,,,,,,,,,,410594.25,425978.2,441119.7,406694.7,426628.88,
112,179.14302870024844,6.1524296,height,,,,,,,,,,,626897.56,615935.94,581657.25,612080.8,649393.0,
113,353.1019070493002,6.270878,height,,,,,,,,,,,0.0,0.0,0.0,0.0,594930.94,
114,191.1431002572113,6.2665467,height,,,,,,,,,,,411146.56,419239.28,411208.8,402119.62,435604.94,
115,165.1274753944183,6.304138,height,,,,,,,,,,,490971.47,470969.97,473996.84,474750.9,472015.44,
116,344.2431348335172,6.313439,height,,,,,,,,,,,0.0,0.0,848776.8,0.0,0.0,
117,205.1587835021678,6.4387903,height,,,,,,,,,,,474595.47,502475.44,516485.4,517509.84,477811.78,
118,344.2431281489857,6.463359,height,,,,,,,,,,,0.0,0.0,1362976.9,0.0,0.0,
119,446.2537790486474,6.4688435,height,,,,,,,,,,,0.0,0.0,0.0,515355.7,0.0,
120,415.2115084335453,6.474739,height,,,,,,,,,,,315476.3,0.0,0.0,6206389.5,0.0,
121,432.2381929242908,6.478798,height,,,,,,,,,,,0.0,0.0,0.0,2916549.5,0.0,
122,437.1934450587888,6.478798,height,,,,,,,,,,,0.0,0.0,0.0,2787560.5,0.0,
123,453.16745527146907,6.478798,height,,,,,,,,,,,0.0,0.0,0.0,836404.4,0.0,
124,460.2693996907077,6.474739,height,,,,,,,,,,,411479.22,0.0,0.0,5765008.5,0.0,
125,302.30532054777365,6.5052366,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2878658.0,
126,253.14105870000031,6.540633,height,,,,,,,,,,,492941.06,574011.7,557383.7,530941.8,608022.44,
127,344.2431130000815,6.6133933,height,,,,,,,,,,,0.0,0.0,423139.12,0.0,0.0,
128,288.25327645765697,6.6551485,height,,,,,,,,,,,502485.56,525010.56,520616.47,537352.75,544278.2,
129,316.32092212719147,6.7346373,height,,,,,,,,,,,0.0,0.0,0.0,0.0,507281.72,
130,143.959047011349,6.8890433,height,,,,,,,,,,,318602.0,370715.62,339889.66,342520.75,362189.88,
131,181.1587277847082,6.975459,height,,,,,,,,,,,1006691.6,997575.7,1016988.6,1001246.2,1042938.5,
132,280.2635156949064,6.978707,height,,,,,,,,,,,0.0,0.0,0.0,1381310.9,0.0,
133,320.2558915085048,6.984144,height,,,,,,,,,,,0.0,0.0,0.0,756524.7,0.0,
134,189.12739197944356,7.045172,height,,,,,,,,,,,900580.25,857670.75,898203.94,873872.3,913823.1,
135,280.2635337591451,7.1264973,height,,,,,,,,,,,0.0,0.0,0.0,1120499.6,0.0,
136,320.2558978341628,7.1264973,height,,,,,,,,,,,0.0,0.0,0.0,552160.4,0.0,
137,243.1355705162216,7.1445265,height,,,,,,,,,,,816990.3,825471.3,890198.25,897694.94,873073.56,
138,330.33654629038193,7.238797,height,,,,,,,,,,,3002997.2,2970388.0,2917271.0,2816411.5,2602601.0,
139,280.2635423683232,7.251886,height,,,,,,,,,,,0.0,0.0,0.0,1985674.6,0.0,
140,320.2559165833515,7.251886,height,,,,,,,,,,,0.0,0.0,0.0,904577.6,0.0,
141,286.3104241106683,7.275425,height,,,,,,,,,,,479040.75,448658.47,469735.22,519362.75,434158.56,
142,191.08557975090304,7.2863684,height,,,,,,,,,,,528206.44,522585.6,484694.9,583067.2,524750.2,
143,336.2507836165641,7.2938128,height,,,,,,,,,,,0.0,0.0,0.0,1293728.5,0.0,
144,296.2584031063053,7.330719,height,,,,,,,,,,,0.0,0.0,0.0,2038126.8,0.0,
145,318.2403028117492,7.330719,height,,,,,,,,,,,0.0,0.0,0.0,1327683.2,0.0,
146,280.2635500252667,7.3773456,height,,,,,,,,,,,0.0,0.0,0.0,1816164.9,0.0,
147,336.2507753576544,7.3773456,height,,,,,,,,,,,0.0,0.0,0.0,2258916.0,0.0,
148,359.3267207628017,7.3773456,height,,,,,,,,,,,0.0,0.0,0.0,916763.56,0.0,
149,203.14314626111545,7.4091425,height,,,,,,,,,,,666520.75,695908.75,746574.6,691104.4,759622.44,
150,267.1567346646396,7.404799,height,,,,,,,,,,,528581.25,728611.56,593319.4,572033.6,841525.94,
151,243.1355864116208,7.4409447,height,,,,,,,,,,,1801147.5,1852170.0,1774000.6,1686405.9,2001079.2,
152,211.16935767176815,7.473714,height,,,,,,,,,,,1957797.0,1976476.0,2080799.9,1907713.9,1954255.1,
153,280.2635578332024,7.4827595,height,,,,,,,,,,,0.0,0.0,0.0,945837.06,0.0,
154,336.25077949721884,7.4827595,height,,,,,,,,,,,0.0,0.0,0.0,851617.6,0.0,
155,296.2584096491351,7.500126,height,,,,,,,,,,,0.0,0.0,0.0,2558753.2,0.0,
156,318.24028780011326,7.500126,height,,,,,,,,,,,0.0,0.0,0.0,1865711.0,0.0,
157,195.17443324259375,7.520359,height,,,,,,,,,,,500681.88,476861.66,487937.38,489350.06,481434.34,
158,317.21102929899206,7.5640397,height,,,,,,,,,,,0.0,0.0,0.0,0.0,693261.06,
159,195.1744292142136,7.592304,height,,,,,,,,,,,970362.0,975951.9,1014735.9,1070361.8,1003412.94,
160,296.2584077236049,7.6428895,height,,,,,,,,,,,0.0,0.0,0.0,2137322.2,0.0,
161,318.24028525290834,7.6428895,height,,,,,,,,,,,0.0,0.0,0.0,1483887.9,0.0,
162,262.1437863268907,7.655094,height,,,,,,,,,,,411262.62,350729.16,402190.1,526666.25,353664.5,
163,195.1744343856063,7.6764092,height,,,,,,,,,,,599994.25,592729.94,606537.44,579343.7,571126.7,
164,161.9696070166545,7.712716,height,,,,,,,,,,,409440.53,355516.84,388916.62,369474.44,384241.88,
165,304.24814266173803,7.7139473,height,,,,,,,,,,,781744.4,674420.8,739112.75,717732.56,607778.1,
166,280.26354952447286,7.8851357,height,,,,,,,,,,,0.0,0.0,0.0,1275592.5,0.0,
167,298.2740875373446,7.8851357,height,,,,,,,,,,,0.0,0.0,0.0,1762215.1,0.0,
168,320.2559027429913,7.8851357,height,,,,,,,,,,,0.0,0.0,0.0,1651125.2,0.0,
169,301.1409903096114,7.88591,height,,,,,,,,,,,1241108.8,1329035.0,2699619.8,2295389.5,1316292.0,
170,358.3679038748611,7.8885155,height,,,,,,,,,,,855642.44,933602.1,902015.9,910524.3,821018.9,
171,301.1409890987836,7.8945518,height,,,,,,,,,,,1317801.6,1313797.1,2739280.5,1561825.2,1322302.9,
172,363.2199550108097,7.9398193,height,,,,,,,,,,,1305324.0,981568.9,1102713.6,1081220.2,1102565.0,
173,411.0937885627767,7.9529405,height,,,,,,,,,,,1213232.0,1258527.8,1468868.1,1059472.1,1918248.5,
174,371.1012788239065,7.9553695,height,,,,,,,,,,,553915.6,652772.25,744032.4,571567.0,1020550.5,
175,280.2635895443144,7.9660664,height,,,,,,,,,,,0.0,0.0,0.0,1278375.1,0.0,
176,298.2740686379642,7.9660664,height,,,,,,,,,,,0.0,0.0,0.0,1044054.2,0.0,
177,320.2559196660623,7.9660664,height,,,,,,,,,,,0.0,0.0,0.0,989433.6,0.0,
178,301.21613819762547,8.099269,height,,,,,,,,,,,0.0,805246.3,0.0,0.0,2754804.2,
179,339.1929980796932,8.103313,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1178141.5,
180,278.24790054499454,8.138869,height,,,,,,,,,,,0.0,0.0,0.0,475442.88,0.0,
181,223.20570399608383,8.191973,height,,,,,,,,,,,889333.25,918312.5,909374.3,916810.1,972975.75,
182,295.1880119292705,8.20965,height,,,,,,,,,,,425034.62,531752.6,526023.2,445231.62,563413.25,
183,217.15880131316075,8.321103,height,,,,,,,,,,,1166669.1,1253246.4,1278346.0,1232481.8,1311774.0,
184,254.2478584628907,8.408784,height,,,,,,,,,,,570441.56,0.0,366416.7,10116989.0,0.0,
185,301.21615910195624,8.4293375,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1166464.5,
186,223.20571959749591,8.43658,height,,,,,,,,,,,4664347.5,4468249.5,4708682.5,4863825.0,4508630.5,
187,242.2478070401787,8.507658,height,,,,,,,,,,,0.0,0.0,0.0,833810.0,0.0,
188,239.2005704651509,8.538973,height,,,,,,,,,,,1107989.2,1115473.2,1351650.4,1167218.6,1116398.1,
189,223.20571188318985,8.582179,height,,,,,,,,,,,753819.9,850724.1,754650.44,757095.75,717751.1,
190,242.2478331071066,8.675801,height,,,,,,,,,,,0.0,0.0,0.0,553822.9,0.0,
191,263.2370170148109,8.68904,height,,,,,,,,,,,0.0,0.0,0.0,1310933.4,0.0,
192,280.26358526877164,8.687723,height,,,,,,,,,,,765676.2,0.0,0.0,10591475.0,0.0,
193,223.2057138550831,8.671298,height,,,,,,,,,,,493349.6,493102.6,472472.78,504783.47,590861.75,
194,321.1824075138628,8.756767,height,,,,,,,,,,,0.0,358440.5,0.0,0.0,1197700.8,
195,321.1824058328345,8.793262,height,,,,,,,,,,,0.0,358440.5,0.0,0.0,1048299.1,
196,299.20053493447654,8.793262,height,,,,,,,,,,,0.0,490944.0,0.0,0.0,1598810.5,
197,243.8842190704816,8.845796,height,,,,,,,,,,,363950.44,351396.72,364431.34,347386.72,360153.28,
198,286.90624283091387,8.851998,height,,,,,,,,,,,357670.16,349517.75,351099.9,354495.78,344665.34,
199,268.2635241544244,8.864349,height,,,,,,,,,,,0.0,0.0,0.0,2236695.0,0.0,
200,371.1012628031457,8.878003,height,,,,,,,,,,,521581.78,548430.1,635203.4,530891.9,865141.94,
201,445.120124790436,8.880727,height,,,,,,,,,,,891690.0,825123.5,992769.8,908866.75,1314802.2,
202,485.11274351476703,8.881419,height,,,,,,,,,,,3064662.2,3364534.0,3246124.2,3157765.5,5285385.0,
203,463.1306799351166,8.880045,height,,,,,,,,,,,931577.5,1173972.9,1265759.4,969581.8,1893874.4,
204,508.1887303096021,8.880045,height,,,,,,,,,,,1046223.3,815744.9,1025859.56,1009616.7,1011666.56,
205,286.906233896248,9.034121,height,,,,,,,,,,,352131.2,373248.34,368900.53,376759.78,374730.06,
206,165.99100598128476,9.007133,height,,,,,,,,,,,368995.88,375782.72,372208.3,375520.53,433552.2,
207,243.88421106357168,9.061759,height,,,,,,,,,,,396064.75,358480.78,368793.84,351854.3,352587.75,
208,346.2740088359664,9.076082,height,,,,,,,,,,,356290.4,2146765.2,958720.6,661579.8,4741872.0,
209,259.16935472555014,9.072822,height,,,,,,,,,,,0.0,1213329.1,416017.25,0.0,3735735.2,
210,301.2161625555085,9.074335,height,,,,,,,,,,,275952.38,2723381.0,933935.25,527679.6,7948521.0,
211,323.1980764391771,9.074335,height,,,,,,,,,,,497498.28,4797233.5,1617250.4,919101.2,13382950.0,
212,364.22461599763335,9.073162,height,,,,,,,,,,,0.0,375013.94,0.0,0.0,1068640.5,
213,237.22128994655563,9.12858,height,,,,,,,,,,,2201119.5,1849652.5,2140556.8,2116562.0,1946717.6,
214,257.2665139259781,9.142962,height,,,,,,,,,,,0.0,0.0,0.0,3248164.0,0.0,
215,237.22128760238715,9.160585,height,,,,,,,,,,,2411619.5,1916085.5,2248081.5,2159929.0,1926206.9,
216,286.9062143342866,9.240797,height,,,,,,,,,,,358276.5,365477.72,400136.22,364717.56,362436.9,
217,243.88421876321797,9.264961,height,,,,,,,,,,,346121.53,342406.72,323998.16,432183.84,361891.3,
218,247.2421546021688,9.299149,height,,,,,,,,,,,0.0,0.0,0.0,997694.2,0.0,
219,563.5515134751643,9.299149,height,,,,,,,,,,,0.0,0.0,0.0,1168880.8,0.0,
220,282.2792363709964,9.302164,height,,,,,,,,,,,7620732.0,383479.75,3737424.2,161543730.0,2918270.2,
221,283.282233866216,9.305168,height,,,,,,,,,,,1569680.5,0.0,771382.06,32264508.0,581125.56,
222,283.28244452170327,9.324699,height,,,,,,,,,,,1537513.2,0.0,743141.9,1945715.6,581125.56,
223,251.2369570720321,9.392737,height,,,,,,,,,,,898953.3,833819.0,853133.6,968792.3,807114.5,
224,282.27919996143504,9.398496,height,,,,,,,,,,,376645.9,0.0,0.0,10056113.0,915926.7,
225,621.270911895256,9.428592,height,,,,,,,,,,,0.0,348026.25,0.0,0.0,578963.8,
226,270.2791595093957,9.434148,height,,,,,,,,,,,0.0,0.0,0.0,2467156.8,0.0,
227,270.27914921599773,9.576888,height,,,,,,,,,,,0.0,0.0,0.0,500410.56,0.0,
228,408.3084340165635,9.603474,height,,,,,,,,,,,0.0,0.0,0.0,614140.8,0.0,
229,431.3843676282563,9.603474,height,,,,,,,,,,,0.0,0.0,0.0,618960.6,0.0,
230,301.2161489935784,9.604774,height,,,,,,,,,,,0.0,432736.56,0.0,0.0,1759479.0,
231,371.10128610494354,9.671435,height,,,,,,,,,,,1182058.4,1460421.9,1167408.8,1298680.5,2029920.4,
232,554.1766375738058,9.671435,height,,,,,,,,,,,2057141.9,2392677.2,2335938.2,2049674.2,4062317.0,
233,559.1316645062425,9.671435,height,,,,,,,,,,,2913778.8,3634272.5,3486017.8,3091911.0,5526293.5,
234,582.2075388288536,9.671435,height,,,,,,,,,,,1997497.5,1410158.4,1578510.9,1846890.9,1839954.5,
235,296.2947717973491,9.714275,height,,,,,,,,,,,0.0,0.0,0.0,475831.5,0.0,
236,395.22026933439975,9.878297,height,,,,,,,,,,,654689.44,602559.75,597772.4,753534.75,554773.9,
237,488.3736477127676,9.930117,height,,,,,,,,,,,885157.25,586172.94,712380.75,762320.06,773640.5,
238,285.29807844588123,9.984456,height,,,,,,,,,,,0.0,0.0,0.0,921433.56,0.0,
239,310.31034010039764,10.050772,height,,,,,,,,,,,436628.6,0.0,0.0,2643124.5,0.0,
240,503.3885659097904,10.158124,height,,,,,,,,,,,0.0,0.0,0.0,0.0,681661.6,
241,161.9696254394967,10.172084,height,,,,,,,,,,,598560.5,612616.3,689412.2,647465.94,674291.1,
242,143.95902208606938,10.159678,height,,,,,,,,,,,816393.44,834681.06,923379.06,911007.44,893848.6,
243,451.32075662120224,10.204521,height,,,,,,,,,,,0.0,0.0,0.0,0.0,648309.44,
244,425.3050292380088,10.21615,height,,,,,,,,,,,1134591.8,1264048.4,1283420.4,1208338.5,1320130.5,
245,607.290678766492,10.289669,height,,,,,,,,,,,418696.9,1628160.1,886636.9,598034.7,2549638.0,
246,162.90703679810997,10.287704,height,,,,,,,,,,,328795.47,402260.06,347347.2,391910.34,343244.72,
247,184.88910649816015,10.2805605,height,,,,,,,,,,,393553.03,389348.6,419988.12,405449.3,371225.4,
248,633.1504051921551,10.333502,height,,,,,,,,,,,3118212.8,3415235.5,3161544.2,3284720.2,4141370.0,
249,628.1954567218042,10.333502,height,,,,,,,,,,,3516947.0,4186758.0,3698157.2,3092585.2,6290646.5,
250,451.32076820081824,10.416384,height,,,,,,,,,,,0.0,437869.84,0.0,0.0,1995657.6,
251,336.1228750551714,10.434226,height,,,,,,,,,,,0.0,0.0,0.0,0.0,380679.62,
252,184.8890902221493,10.402669,height,,,,,,,,,,,388542.34,386728.5,404430.3,386889.1,368958.28,
253,393.2974074020036,10.52286,height,,,,,,,,,,,1890064.0,2740547.8,2514637.5,2196058.5,3185793.5,
254,856.5243930669135,10.6544285,height,,,,,,,,,,,0.0,447186.62,0.0,0.0,755307.0,
255,504.3603297757974,10.690182,height,,,,,,,,,,,725364.44,529195.6,604485.0,822814.44,719772.1,
256,158.96414047423036,10.711324,height,,,,,,,,,,,399143.44,322929.78,355843.1,380472.88,315279.03,
257,326.87665271124945,10.743037,height,,,,,,,,,,,384509.97,362261.75,381311.97,399188.84,309709.2,
