data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	351	Untreated	PET	0.645312749888261	0.645312749888261	0.540547730799184	0.544774879015694	0.217891355855053	0.251640099546176	0.863204105743315	0.90209652721754	0.10915115536295	0.10915115536295	0.0536672291224148	NA_[351_331.34_1.4]	NA	N-{3-[(3-aminopropyl)amino]propyl}dodecanamide	[M + H3N + H]+	21	Fatty acids	Fatty amides	Primary amides	0.968	0.799	0.697
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	1629	Untreated	PET	0.592074055792045	0.592074055792045	0.546957105941185	0.537944328316158	0.250920078045162	0.314626688202056	0.842994133837207	0.891227290812735	0.100146118701854	0.209297274064804	0.0543035714557157	N-palmitoylhexadecasphinganine_[1629_512.5_6.1]	N-palmitoylhexadecasphinganine	N-[2-Hydroxy-1-(hydroxymethyl)pentadecyl]hexadecanamide	[M + H]+	21	Fatty acids	Fatty amides	N-acyl amines	1	0.995	0.573
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	1490	Untreated	PET	0.54788091375839	0.54788091375839	0.507799470086687	0.472052808268002	0.233859013207492	0.316217943517559	0.781739926965882	0.786473260466559	0.0926710881636725	0.301968362228476	0.0504158818113832	NA_[1490_498.49_5.6]	NA	N-(1,3-dihydroxypropan-2-yl)octacosanamide	[M + H]+	21	Fatty acids	Fatty amides	N-acyl amines	1	0.995	0.661
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	2646	Untreated	PET	0.535079688717082	0.535079688717082	0.512838826272479	0.521208260166459	0.245298981913937	0.328866558113002	0.78037867063102	0.705749879188951	0.0905058303044999	0.392474192532976	0.0509162044797487	Cer(d18:0/17:0)_[2646_554.55_8.7]	Cer(d18:0/17:0)	C17 dihydro Ceramide (d18:0/17:0)	[M + H]+	21	Fatty acids	Fatty amides	N-acyl amines	1	0.932	0.538
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	2942	Untreated	PET	0.486421345337048	0.486421345337048	0.512464000427702	0.480093961656143	0.269253327759179	0.345000099023518	0.755674673096226	0.769595980230411	0.0822755351508746	0.474749727683851	0.0508789906254552	NA_[2942_582.58_9.4]	NA	N-(1,3-dihydroxyoctadecan-2-yl)nonadecanamide	[M + H]+	21	Fatty acids	Fatty amides	N-acyl amines	0.999	0.971	0.477
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	2449	Untreated	PET	0.352462276272297	0.352462276272297	0.30819410994483	0.197944457713023	0.131962971808682	0.16612660729884	0.484425248080978	0.453275744242935	0.0596170844038615	0.534366812087712	0.0305984522183344	NA_[2449_424.45_8.1]	NA	1-(1-Hydroxydecylamino)octadecan-1-ol	[M - H2O + H]+	92	Fatty acids	Fatty amides	N-acyl amines	1	0.967	0.627
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	1639	PET	Untreated	0.332414492313312	0.332414492313312	0.553754334461766	0.581320632457666	0.719961580618422	0.616999627776116	0.387547088305111	0.572676090346892	0.0562261103653524	0.590592922453065	0.054978421056642	N-(2R-methyl-3-hydroxy-ethyl)-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine_[1639_435.39_6.1]	N-(2R-methyl-3-hydroxy-ethyl)-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine	(5Z,8Z,11Z,14Z)-N-[(2S)-1-hydroxypropan-2-yl]-16,16-dimethyldocosa-5,8,11,14-tetraenamide	[M + H3N + H]+	18	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	0.996	0.918	0.321
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	389	PET	Untreated	0.293586650581435	0.293586650581435	0.388379647533509	0.302759459236339	0.535172972824226	0.370078469309225	0.241586322242791	0.105267929217834	0.0496585913042182	0.640251513757283	0.0385595172138589	NA_[389_433.38_1.5]	NA	(9Z,12Z)-N-[(3-methoxy-6-methylcyclohexa-2,4-dien-1-yl)methyl]octadeca-9,12-dienamide	[M + H3N + H]+	18	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	0.999	0.96	0.49
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	2834	PET	Untreated	0.292600388380155	0.292600388380155	0.400707833340891	0.344110615343265	0.547008027530969	0.345943687458315	0.254407639150814	0.342277543228216	0.0494917703964039	0.689743284153687	0.039783497141423	NA_[2834_480.51_9.1]	NA	N-decyldocosanamide	[M + H]+	84	Fatty acids	Fatty amides	Primary amides	0.998	0.994	0.568
filtered	superclass	Fatty amides	NPC superclass: Fatty amides	1036	PET	Untreated	0.291941459754379	0.291941459754379	0.437510382689976	0.375221668850748	0.583481112567165	0.434274348773534	0.291539652812786	0.313256168684477	0.0493803161894048	0.739123600343091	0.0434373666069116	NA_[1036_418.33_3.8]	NA	N-[(2S,3R)-1,3-dihydroxyoctadec-4-yn-2-yl]hexanamide	[M + Na]+	363	Fatty acids	Fatty amides	N-acyl amines	1	0.992	0.724
