sample_id	group	data_source	npc_level	npc_term	npc_label	npc_plot_label	npc_pathway	npc_superclass	npc_class	n_features	summed_intensity	plot_intensity	npc_overall_test	npc_overall_p_value	npc_overall_q_value	npc_overall_significance	npc_max_mean_difference	npc_max_median_difference
A549_110626_PET05	PET	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0.831065486031295	0.262703876641107	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_110626_PET100	PET	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_110626_PS05	PS	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_110626_PS100	PS	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0.740234635828413	0.240607808153617	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_110626_untreated	Untreated	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_180626_PET05	PET	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_180626_PET100	PET	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_180626_PS05	PS	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_180626_PS100	PS	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
A549_180626_untreated	Untreated	filtered	class	Aminoglycosides	NPC class: Aminoglycosides	Aminoglycosides	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	2	0	0	kruskal_wallis	0.337634039921859	0.985588722011892	ns	0.0736614142335343	0
